StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,Q1.2_1,Q1.2_2,Q1.2_3,Q2.2,Q2.3,Q2.4,Q3.2,Q3.3,Q4.2,Q4.3,Q4.4,ATTENTION_1,Q4.5,Q4.6,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q8.2,Q8.3,Q8.4,Q8.5,Q7.1,Q9.1,Q9.2,Q10.2_First Click,Q10.2_Last Click,Q10.2_Page Submit,Q10.2_Click Count,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8_First Click,Q10.8_Last Click,Q10.8_Page Submit,Q10.8_Click Count,Q10.11,Q10.12,Q10.13,Q10.14,Q11.2_First Click,Q11.2_Last Click,Q11.2_Page Submit,Q11.2_Click Count,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8_First Click,Q11.8_Last Click,Q11.8_Page Submit,Q11.8_Click Count,Q11.11,Q11.12,Q11.13,Q11.14,Q12.2_First Click,Q12.2_Last Click,Q12.2_Page Submit,Q12.2_Click Count,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8_First Click,Q12.8_Last Click,Q12.8_Page Submit,Q12.8_Click Count,Q12.11,Q12.12,Q12.13,Q12.14,Q13.2_First Click,Q13.2_Last Click,Q13.2_Page Submit,Q13.2_Click Count,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8_First Click,Q13.8_Last Click,Q13.8_Page Submit,Q13.8_Click Count,Q13.11,Q13.12,Q13.13,Q13.14,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q14.4,Q14.5,Q14.6,Q14.7,Q14.8_First Click,Q14.8_Last Click,Q14.8_Page Submit,Q14.8_Click Count,Q14.11,Q14.12,Q14.13,Q14.14,Q15.2_First Click,Q15.2_Last Click,Q15.2_Page Submit,Q15.2_Click Count,Q15.4,Q15.5,Q15.6,Q15.7,Q15.8_First Click,Q15.8_Last Click,Q15.8_Page Submit,Q15.8_Click Count,Q15.11,Q15.12,Q15.13,Q15.14,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,ATTENTION_2,ATTENTION_3,ATTENTION_4,DeviceIdentifier,random
2021-06-15 12:01:09,2021-06-15 12:06:18,0,73.171.167.142,100,309,1,2021-06-15 12:06:19,R_2PupQLyQ4XvY2WB,,,,,30.1222991943359000,-81.362701416015600,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,2,4,5,2,2,5,3,4,,1,2,1,2,2,1,2,19,19,19,19,19,1,,1,,1,"5'7""",172,3.652,11.788,27.013,2,7,1,7,1,0,0,65.141,0,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,6,7,6,13,5,,679963
2021-06-15 12:00:45,2021-06-15 12:06:53,0,98.192.156.105,100,368,1,2021-06-15 12:06:54,R_1MKgD067PJCHODE,,,,,30.466094970703100,-84.1071014404297000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,3,5,2,4,5,3,6,,1,2,1,2,2,1,2,17,17,17,15,17,4,,,3,4,5ft 11in,154,0,0,25.39,0,4,8,2,2,12.76,12.76,76.5,1,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,"1,2,3",3,11,6,13,5,,277736
2021-06-15 12:00:31,2021-06-15 12:07:32,0,162.211.34.219,100,420,1,2021-06-15 12:07:32,R_2yq4RMuOePcQCOm,,,,,40.47979736328130,-88.9922027587891000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,1,5,1,2,1,5,3,4,,1,2,1,2,2,1,1,17,18,17,16,17,3,,,2,7,5'4,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.64,0,6,1,6,2,0,0,74.006,0,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,5,2,"5,6,7",,5,,592643
2021-06-15 11:56:50,2021-06-15 12:07:51,0,38.240.179.33,100,661,1,2021-06-15 12:07:52,R_10T8fVkaPU3We9w,,,,,37.751007080078100,-97.82199859619140000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,1,1,1,1,1,6,3,5,1,1,4,2,1,2,1,2,13,14,13,15,13,2,1,,,1,6.1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29.952,0,1,1,2,1,0,0,78.026,0,1,1,11,11,4,1,1,5,6,6,9,5,,547132
2021-06-15 12:02:28,2021-06-15 12:08:00,0,65.129.115.160,100,331,1,2021-06-15 12:08:01,R_21bv0eeHDinYhRu,,,,,43.613800048828100,-116.3972015380860000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,1,1,1,2,2,5,3,4,,1,2,1,2,1,1,2,18,18,18,18,18,2,1,,,7,"6'0""",400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.148,0,4,3,4,3,64.611,64.611,64.9,1,4,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,4,6,9,5,,903940
2021-06-15 11:56:45,2021-06-15 12:08:10,0,216.186.159.106,100,685,1,2021-06-15 12:08:11,R_1gBGCBJuBKVfeU4,,,,,27.7888946533203000,-82.71920013427730000,anonymous,EN,1,,1,1,1,2,2,5,2,2,5,3,4,,1,2,1,2,2,1,2,17,18,17,15,18,1,,1,,2,5 feet 5 inches,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36.293,0,1,2,2,1,7.54,84.283,85.553,4,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,5,5,"5,6,7",13,5,,369204
2021-06-15 11:57:29,2021-06-15 12:08:14,0,104.37.191.53,100,644,1,2021-06-15 12:08:14,R_33EgY7VGeg11tH7,,,,,37.751007080078100,-97.82199859619140000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,3,2,3,4,5,,4,,1,,1,2,2,1,2,14,15,16,17,15,2,1,,,6,5'4,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.909,91.909,99.363,1,4,3,3,2,18.826,38.895,65.612,7,4,4,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,5,5,6,9,5,,229891
2021-06-15 12:01:00,2021-06-15 12:09:02,0,66.31.53.90,100,481,1,2021-06-15 12:09:03,R_2cocwOOJGCmuJJi,,,,,42.4149932861328000,-71.05269622802730000,anonymous,EN,1,,1,1,1,3,4,2,2,2,,,4,,2,2,1,2,2,2,2,14,18,14,14,18,2,2,,,6,5 feet 9 inches,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43.464,0,4,3,3,2,0,0,81.147,0,6,6,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,5,6,6,,5,,526898
2021-06-15 12:01:32,2021-06-15 12:09:19,0,74.193.11.50,100,466,1,2021-06-15 12:09:19,R_W9EonZFOtq0ohot,,,,,30.4521942138672000,-95.70999908447270000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,1,5,2,4,4,5,3,4,,1,2,1,2,1,1,2,15,17,15,15,15,2,1,,,6,5'2,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30.197,0,5,3,3,2,1.567,80.426,81.011,30,6,5,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4,6,7,5,5,,822649
2021-06-15 12:05:07,2021-06-15 12:09:23,0,107.2.144.119,100,256,1,2021-06-15 12:09:23,R_2wb5p2fwBGKGiRG,,,,,39.6959991455078000,-105.03459930419900000,anonymous,EN,1,,1,1,1,4,5,1,5,5,5,3,4,,,2,1,2,1,1,2,19,19,19,16,16,3,,,3,6,"6'0""",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.336,0,4,8,4,8,0.722,2.337,76.778,4,7,7,8,6,3,1,2,5,11,7,9,5,,280071
2021-06-15 12:04:13,2021-06-15 12:09:25,0,207.155.70.228,100,312,1,2021-06-15 12:09:25,R_1poFiVShjbEH76e,,,,,32.61810302734380,-83.78900146484380,anonymous,EN,1,,1,1,1,3,4,3,4,2,5,3,4,,,1,2,1,1,1,1,14,16,16,17,16,2,1,,,4,6'2,234,6.966,6.966,30.246,1,2,2,3,2,143.27,143.27,143.643,1,3,5,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,4,8,6,13,5,,878330
2021-06-15 12:03:00,2021-06-15 12:09:49,0,107.77.227.13,100,409,1,2021-06-15 12:09:50,R_2QRJPiRRS0DYm8p,,,,,33.948394775390600,-118.249298095703000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,4,4,4,4,5,3,4,,1,,2,1,2,1,1,15,15,15,14,15,2,1,,,7,65,135,13.406,13.406,23.345,1,2,1,3,2,0,0,69.295,0,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,5,5,"5,6",13,5,,943081
2021-06-15 11:57:22,2021-06-15 12:11:06,0,24.102.181.63,100,824,1,2021-06-15 12:11:07,R_bHQFWbIzSdAqnSN,,,,,40.1750030517578000,-76.18170166015630,anonymous,EN,1,,1,1,1,2,2,4,4,2,5,3,4,,2,2,1,2,2,2,1,18,19,14,18,19,1,,1,,2,66,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.933,0,5,2,6,2,0,0,65.491,0,7,7,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4,8,"5,6",9,5,,476769
2021-06-15 11:58:12,2021-06-15 12:11:09,0,72.208.217.179,100,777,1,2021-06-15 12:11:10,R_em66T6mlcRctbax,,,,,33.4792938232422000,-112.312103271484000,anonymous,EN,1,,1,1,1,2,3,4,2,2,5,3,4,,1,2,1,2,2,1,1,15,15,14,14,14,2,2,,,5,5 ft 1 inch,115,,,,,,,,,,,,,,,,,0,0,26.459,0,6,1,5,1,11.484,33.515,418.365,2,2,5,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,4,9,6,8,5,,272198
2021-06-15 12:08:00,2021-06-15 12:11:13,0,162.221.219.28,100,192,1,2021-06-15 12:11:13,R_2YQyctyHpWx7ugM,,,,,37.9824066162109000,-84.47969818115230000,anonymous,EN,1,,1,1,1,4,3,3,5,4,5,3,4,,1,2,2,1,2,1,2,16,15,14,17,15,2,2,,,6,"6'2""",225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.374,22.427,22.792,3,3,3,5,3,15.955,15.955,61.414,1,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,6,"5,6,7",,5,,603399
2021-06-15 12:06:23,2021-06-15 12:11:38,0,67.184.191.20,100,314,1,2021-06-15 12:11:38,R_24uZO7z1Ux9ivfo,,,,,42.3816070556641000,-88.00260162353520000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,3,5,5,5,5,3,4,,1,2,2,1,2,1,1,15,18,17,15,16,4,,,2,4,6/3,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33.036,0,6,2,3,2,0,0,66.191,0,6,7,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,5,6,7,13,5,,349225
2021-06-15 12:04:42,2021-06-15 12:11:51,0,206.54.198.154,100,428,1,2021-06-15 12:11:52,R_29oGiP2WypcMJhQ,,,,,29.5720062255859000,-95.54000091552730000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,1,5,1,4,3,5,2,4,,1,2,2,2,2,1,1,17,18,17,17,16,2,1,,,6,5 feet 4 inches,174 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,157.257,0,6,3,5,2,83.041,83.041,83.357,1,7,7,6,6,3,2,1,4,5,7,,5,,502388
2021-06-15 12:05:28,2021-06-15 12:12:01,0,24.151.192.91,100,393,1,2021-06-15 12:12:02,R_2CPrl54trMvoHOb,,,,,34.782806396484400,-84.933197021484400,anonymous,EN,1,,1,1,1,3,4,2,4,4,5,3,4,,1,2,1,2,2,1,1,14,14,15,14,14,2,1,,,7,"5' 3""",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.311,0,2,2,2,2,2.519,61.053,62.082,2,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,2,2,6,9,5,,456359
2021-06-15 12:05:42,2021-06-15 12:12:09,0,71.234.233.198,100,386,1,2021-06-15 12:12:09,R_21h9n3WKbWTdUMX,,,,,41.318603515625,-72.93019866943360000,anonymous,EN,1,,1,1,1,3,5,1,2,2,5,2,4,,,2,2,2,2,1,2,19,19,19,19,19,3,,,3,4,5'10,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.694,15.76,21.312,7,4,8,4,8,0.572,0.572,98.91,1,7,7,6,6,,,,,,,,,,,,,,,,,3,1,2,5,8,"6,7",8,5,,109679
2021-06-15 12:08:23,2021-06-15 12:12:41,0,173.191.32.209,100,258,1,2021-06-15 12:12:42,R_3dYcdJEWhh2F36d,,,,,35.1150054931641000,-80.7061004638672000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,2,2,4,3,3,5,2,4,,1,2,1,1,2,1,2,18,19,19,19,18,3,,,1,3,"5 feet, 9 inches",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.229,14.657,21.263,3,6,2,5,2,32.554,32.554,61.057,1,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,3,9,6,9,5,,237414
2021-06-15 12:03:45,2021-06-15 12:12:51,0,199.255.69.217,100,546,1,2021-06-15 12:12:52,R_1lz6e2wzbBE3NCP,,,,,36.6739044189453000,-88.4253997802734000,anonymous,EN,1,,1,1,1,1,1,1,2,1,5,3,4,,1,2,1,1,1,2,2,15,15,15,15,15,2,2,,,7,69,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.197,110.197,110.463,1,7,2,7,2,0,0,123.591,0,7,6,6,6,,,,,,,,,,,,,,,,,3,1,1,5,8,7,8,5,,652061
2021-06-15 12:01:37,2021-06-15 12:12:54,0,98.212.214.93,100,677,1,2021-06-15 12:12:55,R_brRigpLYEhCJ0vn,,,,,42.0128021240234000,-88.09670257568360000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,1,1,3,4,5,3,4,,1,2,1,2,1,2,1,15,17,16,15,18,2,2,,,6,5'11,165,,,,,,,,,,,,,,,,,2.186,2.186,22.698,1,3,8,3,3,0,0,81.571,0,4,5,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,6,7,6,8,5,,793636
2021-06-15 12:05:22,2021-06-15 12:13:01,0,73.245.123.35,100,459,1,2021-06-15 12:13:02,R_3I9IK1nzKfyie7S,,,,,26.5991058349609000,-80.1284027099609000,anonymous,EN,1,,1,1,1,3,4,1,2,2,5,3,4,,1,2,1,2,2,1,2,15,17,17,15,17,2,2,,,6,"5'9""",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.507,0,2,2,2,2,48.63,67.49,69.432,2,6,7,6,6,,,,,,,,,,,,,,,,,7,2,1,2,4,"5,6,7",,5,,332805
2021-06-15 12:08:38,2021-06-15 12:14:00,0,47.148.173.53,100,321,1,2021-06-15 12:14:00,R_1rjHmiQBSuKYQXa,,,,,34.0348968505859000,-117.618499755859000,anonymous,EN,1,,1,1,1,3,4,4,4,4,5,3,4,,1,2,2,2,2,1,2,17,17,16,15,17,2,2,,,6,"5' 11""",170,0,0,21.102,0,3,2,2,2,0,0,81.01,0,3,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,8,6,13,5,,521945
2021-06-15 12:03:48,2021-06-15 12:14:44,0,70.160.5.78,100,655,1,2021-06-15 12:14:44,R_NVaUdOwlYDnM5MJ,,,,,36.8000946044922000,-76.32879638671880,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,,1,1,1,1,2,2,2,3,5,,,,1,1,1,1,2,2,2,14,14,15,15,16,2,1,,,2,5.5,90,,,,,,,,,,,,,,,,,1.595,5.699,25.379,2,2,2,2,2,0,0,75.48,0,2,3,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,5,3,6,4,5,,332366
2021-06-15 12:08:56,2021-06-15 12:15:08,0,172.58.19.235,100,371,1,2021-06-15 12:15:08,R_2rjbofB0ku2qQyz,,,,,33.8404998779297000,-117.95259857177700000,anonymous,EN,1,,1,1,1,3,2,2,4,3,5,3,4,,1,2,1,1,1,2,2,14,16,17,14,15,2,2,,,6,"5'6""",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.817,0,5,2,5,1,0,0,82.62,0,6,6,6,5,4,2,1,3,5,7,9,5,,166255
